etax_id	invoice_name	invoice_origin	deposit	amount_untaxed	sent_tax_basis	should_tax_basis
16452	IV260601051	SO-26061421	51.4	1066.35	1014.95	1066.35
16453	IV260601052	SO-26061416	27.1	700.00	672.90	700.00
16454	IV260601053	SO-26061383	186.91	10458.88	10271.97	10458.88
16455	IV260601054	SO-26061382	93.47	8589.72	8496.25	8589.72
16457	IV260601056	SO-26061347	93.45	1915.89	1822.44	1915.89
16458	IV260601057	SO-26061403	467.29	5130.84	4663.55	5130.84
16461	IV260601060	SO-26061424	233.65	5626.17	5392.52	5626.17
16462	IV260601061	SO-26061409	121.5	1243.00	1121.50	1243.00
16463	IV260601062	SO-26061407	65.42	1387.85	1322.43	1387.85
16464	IV260601063	SO-26061405	93.45	1588.79	1495.34	1588.79
16465	IV260601064	SO-26061402	93.45	1588.79	1495.34	1588.79
16466	IV260601065	SO-26061400	93.46	2299.07	2205.61	2299.07
16472	IV260601066	SO-26061393	51.4	1322.43	1271.03	1322.43
16473	IV260601067	SO-26061394	233.65	5607.48	5373.83	5607.48
16488	IV260601073	SO-26061279	46.73	887.85	841.12	887.85
16490	IV260601074	SO-26061373	45.8	466.36	420.56	466.36
16497	IV260601075	SO-26061374	46.73	1803.74	1757.01	1803.74
16502	IV260601076	SO-26061375	45.8	1877.56	1831.76	1877.56
16503	IV260601077	SO-26061377	46.73	1170.10	1123.37	1170.10
16507	IV260601079	SO-26061379	51.4	1057.94	1006.54	1057.94
16509	IV260601080	SO-26061380	45.79	6185.98	6140.19	6185.98
16511	IV260601081	SO-26061385	45.79	330.84	285.05	330.84
16512	IV260601082	SO-26061386	51.4	1322.43	1271.03	1322.43
16514	IV260601083	SO-26061372	93.46	4738.32	4644.86	4738.32
16516	IV260601084	SO-26061258	140.19	5060.19	4920.00	5060.19
16519	IV260601085	SO-26061312	93.46	7710.27	7616.81	7710.27
16521	IV260601086	SO-26061364	93.46	6682.22	6588.76	6682.22
16523	IV260601087	SO-26061316	186.91	9484.10	9297.19	9484.10
16524	IV260601088	SO-26061327	186.92	5766.36	5579.44	5766.36
16526	IV260601089	SO-26061363	93.46	4738.32	4644.86	4738.32
16528	IV260601090	SO-26061378	45.81	6428.97	6383.16	6428.97
16531	IV260601091	SO-26061319	93.46	6557.01	6463.55	6557.01
16532	IV260601092	SO-0240870	12400	0.00	-12400.00	0.00
16585	IV260601112	SO-26061439	560.75	560.75	0.00	560.75
16586	IV260601113	SO-26061440	56.08	56.08	0.00	56.08
16779	IV260601124	SO-26061468	46.73	224.30	177.57	224.30
16781	IV260601125	SO-26061467	46.73	224.30	177.57	224.30
16782	IV260601126	SO-26061466	65.42	1420.56	1355.14	1420.56
16784	IV260601127	SO-26061462	46.73	271.03	224.30	271.03
16785	IV260601128	SO-26061464	56.07	733.65	677.58	733.65
16789	IV260601130	SO-26061469	280.37	4205.63	3925.26	4205.63
16792	IV260601131	SO-26061471	45.79	877.57	831.78	877.57
16793	IV260601132	SO-26061461	45.8	466.36	420.56	466.36
16794	IV260601133	SO-26061453	45.8	1709.36	1663.56	1709.36
16795	IV260601134	SO-26061460	186.92	3168.22	2981.30	3168.22
16814	IV260601148	SO-26061454	280.38	4000.00	3719.62	4000.00
16815	IV260601149	SO-26061442	981.31	1439.25	457.94	1439.25
16821	IV260601152	SO-26061450	45.8	3774.77	3728.97	3774.77
16823	IV260601153	SO-26061437	93.46	1018.69	925.23	1018.69
16825	IV260601154	SO-26061451	93.45	1439.25	1345.80	1439.25
17132	IV260601164	SO-26061476	93.45	2130.84	2037.39	2130.84
17134	IV260601165	SO-26061472	467.31	3626.17	3158.86	3626.17
17143	IV260601168	SO-26061484	93.45	1579.44	1485.99	1579.44
17558	IV260601221	SO-26061517	93.45	1738.32	1644.87	1738.32
17559	IV260601222	SO-26061652	93.45	2383.18	2289.73	2383.18
17560	IV260601223	SO-26061653	46.73	401.87	355.14	401.87
17561	IV260601224	SO-26061655	56.07	733.65	677.58	733.65
17562	IV260601225	SO-26061662	65.42	1420.56	1355.14	1420.56
17563	IV260601226	SO-26061664	65.42	1425.23	1359.81	1425.23
17564	IV260601227	SO-26061665	56.07	733.65	677.58	733.65
17567	IV260601230	SO-26061622	74.77	1271.03	1196.26	1271.03
17568	IV260601231	SO-26061602	93.46	831.78	738.32	831.78
17569	IV260601232	SO-26061511	186.91	14789.72	14602.81	14789.72
17570	IV260601233	SO-26061514	140.19	2000.00	1859.81	2000.00
17571	IV260601234	SO-26061592	93.46	1018.69	925.23	1018.69
17572	IV260601235	SO-26061593	93.46	1186.92	1093.46	1186.92
17573	IV260601236	SO-26061505	140.18	3392.52	3252.34	3392.52
17574	IV260601237	SO-26061594	93.46	1747.67	1654.21	1747.67
17575	IV260601238	SO-26061595	93.46	1439.26	1345.80	1439.26
17576	IV260601239	SO-26061596	93.46	831.78	738.32	831.78
17583	IV260601244	SO-26061504	46.73	1218.69	1171.96	1218.69
17584	IV260601245	SO-26061502	51.4	1714.95	1663.55	1714.95
17585	IV260601246	SO-26061501	45.79	6185.98	6140.19	6185.98
17586	IV260601247	SO-26061498	45.79	1148.60	1102.81	1148.60
17587	IV260601248	SO-26061500	27.1	363.55	336.45	363.55
17588	IV260601249	SO-26061586	51.4	1350.47	1299.07	1350.47
17589	IV260601250	SO-26061589	45.79	1260.74	1214.95	1260.74
17590	IV260601251	SO-26061587	51.4	1322.43	1271.03	1322.43
17591	IV260601252	SO-26061591	46.73	962.62	915.89	962.62
17592	IV260601253	SO-26061590	45.8	886.92	841.12	886.92
17594	IV260601255	SO-26061588	51.4	3920.56	3869.16	3920.56
17595	IV260601256	SO-26061598	51.4	1350.47	1299.07	1350.47
17596	IV260601257	SO-26061597	74.79	2028.05	1953.26	2028.05
17597	IV260601258	SO-26061344	186.92	6149.54	5962.62	6149.54
17600	IV260601261	SO-26061487	45.79	1700.00	1654.21	1700.00
17601	IV260601262	SO-26061538	93.45	1392.52	1299.07	1392.52
17603	IV260601263	SO-26061539	93.46	7469.16	7375.70	7469.16
17604	IV260601264	SO-26061581	46.73	1768.23	1721.50	1768.23
17605	IV260601265	SO-26061582	51.4	1714.95	1663.55	1714.95
17606	IV260601266	SO-26061583	51.4	2612.14	2560.74	2612.14
17607	IV260601267	SO-26061585	51.4	1057.94	1006.54	1057.94
17608	IV260601268	SO-26061584	51.4	1015.89	964.49	1015.89
17609	IV260601269	SO-26061604	93.46	887.86	794.40	887.86
17610	IV260601270	SO-26061616	45.79	410.28	364.49	410.28
17611	IV260601271	SO-26061621	46.72	1768.22	1721.50	1768.22
17614	IV260601274	SO-26061516	121.5	2364.50	2243.00	2364.50
17615	IV260601275	SO-26061518	140.19	5355.15	5214.96	5355.15
17617	IV260601276	SO-26061520	280.37	1789.72	1509.35	1789.72
17618	IV260601277	SO-26061658	46.73	1514.02	1467.29	1514.02
17620	IV260601279	SO-26061510	140.18	3953.27	3813.09	3953.27
17621	IV260601280	SO-26061540	140.19	7588.79	7448.60	7588.79
17623	IV260601282	SO-26061654	93.46	1933.65	1840.19	1933.65
17624	IV260601283	SO-26061657	93.46	831.78	738.32	831.78
17629	IV260601288	SO-26061530	607.48	607.48	0.00	607.48
17630	IV260601289	SO-26061521	841.12	841.12	0.00	841.12
17631	IV260601290	SO-26061488	128.27	128.27	0.00	128.27
17632	IV260601291	SO-26061214	3675	3675.00	0.00	3675.00
17633	IV260601292	SO-26061213	110519.39	110519.39	0.00	110519.39
17642	IV260601240	SO-26061489	112.15	1514.02	1401.87	1514.02
17645	IV260601228	SO-26061673	46.73	401.87	355.14	401.87
17646	IV260601272	SO-26061524	934.58	1401.87	467.29	1401.87
17648	IV260600955	SO-26061269	280.37	7280.37	7000.00	7280.37
17656	IV260601023	SO-0231810	390570	0.00	-390570.00	0.00
17660	IV260601078	SO-26061376	46.73	1803.74	1757.01	1803.74
17668	IV260600813	SO-26061127	56.08	299.07	242.99	299.07
17669	IV260600807	SO-26061165	93.45	1887.85	1794.40	1887.85
17673	IV260600948	SO-26061247	186.91	9878.49	9691.58	9878.49
17747	IV260601326	SO-26061794	2048.52	2048.52	0.00	2048.52
17771	IV260601345	SO-26061506	93.45	5168.22	5074.77	5168.22
17803	IV260601369	SO-26061802	22533.72	22533.72	0.00	22533.72
17804	IV260601370	SO-26061808	10000	10000.00	0.00	10000.00
17871	IV260601407	SO-26061821	56.08	495.33	439.25	495.33
17873	IV260601409	SO-26061806	51.4	1224.30	1172.90	1224.30
17874	IV260601410	SO-26061793	280.38	5476.64	5196.26	5476.64
17876	IV260601412	SO-26061815	56.08	299.07	242.99	299.07
17877	IV260601413	SO-26061703	93.46	1186.92	1093.46	1186.92
17878	IV260601414	SO-26061777	93.45	1925.22	1831.77	1925.22
17879	IV260601415	SO-26061611	93.46	2299.07	2205.61	2299.07
17880	IV260601416	SO-26061760	51.4	1015.89	964.49	1015.89
17883	IV260601419	SO-26061775	51.4	3758.88	3707.48	3758.88
17897	IV260601433	SO-26061772	46.73	1514.02	1467.29	1514.02
17898	IV260601434	SO-26061792	140.19	3598.15	3457.96	3598.15
17899	IV260601435	SO-26061763	93.46	831.78	738.32	831.78
17900	IV260601436	SO-26061762	93.46	1383.18	1289.72	1383.18
17901	IV260601437	SO-26061761	186.92	5766.36	5579.44	5766.36
17930	IV260601444	SO-26061830	93.46	1654.21	1560.75	1654.21
17938	IV260601406	SO-26060503	160480	0.00	-160480.00	0.00
17976	IV260601452	SO-26061537	372.91	10153.27	9780.36	10153.27
17980	IV260601455	SO-26061882	93.46	1571.96	1478.50	1571.96
17982	IV260601456	SO-26061888	186.92	7654.21	7467.29	7654.21
17983	IV260601457	SO-26061879	186.92	841.12	654.20	841.12
17984	IV260601458	SO-26061905	140.19	7336.45	7196.26	7336.45
17986	IV260601459	SO-26061902	51.4	1528.04	1476.64	1528.04
17987	IV260601460	SO-26061876	45.79	690.65	644.86	690.65
17988	IV260601461	SO-26061885	45.8	746.73	700.93	746.73
17990	IV260601463	SO-26061889	467.29	588.79	121.50	588.79
17991	IV260601464	SO-26061689	934.58	1018.69	84.11	1018.69
17993	IV260601466	SO-26061893	140.19	4065.42	3925.23	4065.42
17994	IV260601467	SO-26061891	93.45	1579.44	1485.99	1579.44
17995	IV260601468	SO-26061886	46.73	280.38	233.65	280.38
17996	IV260601469	SO-26061878	93.45	1401.87	1308.42	1401.87
17998	IV260601471	SO-26061874	56.08	542.06	485.98	542.06
18003	IV260601476	SO-26061860	93.46	1517.76	1424.30	1517.76
18004	IV260601477	SO-26061861	93.46	831.78	738.32	831.78
18005	IV260601478	SO-26061848	93.46	831.78	738.32	831.78
18006	IV260601479	SO-26061850	93.46	10454.22	10360.76	10454.22
18007	IV260601480	SO-26061853	93.46	8155.14	8061.68	8155.14
18008	IV260601481	SO-26061841	46.73	1537.39	1490.66	1537.39
18009	IV260601482	SO-26061843	46.73	2271.03	2224.30	2271.03
18011	IV260601484	SO-26061847	45.8	2802.80	2757.00	2802.80
18012	IV260601485	SO-26061869	55.14	1462.62	1407.48	1462.62
18013	IV260601486	SO-26061868	46.73	1915.89	1869.16	1915.89
18014	IV260601487	SO-26061842	46.73	2336.45	2289.72	2336.45
18015	IV260601488	SO-26061865	45.8	466.36	420.56	466.36
18016	IV260601489	SO-26061858	51.4	1224.30	1172.90	1224.30
18017	IV260601490	SO-26061859	45.79	1896.26	1850.47	1896.26
18018	IV260601491	SO-26061757	186.92	6028.97	5842.05	6028.97
18019	IV260601492	SO-26061856	186.92	11000.00	10813.08	11000.00
18021	IV260601493	SO-26061855	280.37	8018.69	7738.32	8018.69
18022	IV260601494	SO-26061846	93.46	2231.78	2138.32	2231.78
18024	IV260601495	SO-26061851	186.92	9136.45	8949.53	9136.45
18026	IV260601496	SO-26061852	186.93	12467.29	12280.36	12467.29
18027	IV260601497	SO-26061844	93.46	1553.27	1459.81	1553.27
18029	IV260601498	SO-26061845	93.46	1571.96	1478.50	1571.96
18030	IV260601499	SO-26061835	45.79	223.36	177.57	223.36
18032	IV260601501	SO-26061826	51.41	3626.17	3574.76	3626.17
18033	IV260601502	SO-26061875	93.45	10768.22	10674.77	10768.22
18034	IV260601503	SO-26061871	51.41	1054.21	1002.80	1054.21
18038	IV260601507	SO-26061910	65.42	2158.88	2093.46	2158.88
18039	IV260601508	SO-26061911	93.46	1401.87	1308.41	1401.87
18040	IV260601509	SO-26061907	56.08	233.65	177.57	233.65
18042	IV260601511	SO-26061901	93.45	2140.19	2046.74	2140.19
18043	IV260601512	SO-26061884	56.07	785.05	728.98	785.05
18088	IV260601538	SO-26061991	280.38	1640.19	1359.81	1640.19
18089	IV260601539	SO-26061995	93.46	3791.59	3698.13	3791.59
18091	IV260601541	SO-26061993	51.4	1242.99	1191.59	1242.99
18092	IV260601542	SO-26061992	45.8	1111.22	1065.42	1111.22
18093	IV260601543	SO-26061989	1448.6	8785.05	7336.45	8785.05
18100	IV260601550	SO-26061955	45.79	1260.74	1214.95	1260.74
18101	IV260601551	SO-26061980	46.73	1255.14	1208.41	1255.14
18103	IV260601553	SO-26061961	27.1	363.55	336.45	363.55
18104	IV260601554	SO-26061962	45.79	877.57	831.78	877.57
18105	IV260601555	SO-26061964	45.79	351.40	305.61	351.40
18106	IV260601556	SO-26061965	45.79	410.28	364.49	410.28
18107	IV260601557	SO-26061969	51.41	3083.18	3031.77	3083.18
18108	IV260601558	SO-26061974	51.4	2434.58	2383.18	2434.58
18109	IV260601559	SO-26061975	46.73	682.24	635.51	682.24
18110	IV260601560	SO-26061922	46.73	3192.52	3145.79	3192.52
18111	IV260601561	SO-26061924	74.77	1271.03	1196.26	1271.03
18112	IV260601562	SO-26061948	51.4	978.50	927.10	978.50
18113	IV260601563	SO-26061956	46.73	598.13	551.40	598.13
18114	IV260601564	SO-26061954	93.46	1299.07	1205.61	1299.07
18115	IV260601565	SO-26061952	93.46	1299.07	1205.61	1299.07
18116	IV260601566	SO-26061953	93.46	1299.07	1205.61	1299.07
18117	IV260601567	SO-26061949	45.8	914.02	868.22	914.02
18118	IV260601568	SO-26061947	93.46	831.78	738.32	831.78
18119	IV260601569	SO-26061923	93.46	3028.04	2934.58	3028.04
18120	IV260601570	SO-26061920	140.19	6579.44	6439.25	6579.44
18121	IV260601571	SO-26061973	93.46	3028.04	2934.58	3028.04
18122	IV260601572	SO-26061972	93.46	1672.90	1579.44	1672.90
18123	IV260601573	SO-26061967	93.46	831.78	738.32	831.78
18124	IV260601574	SO-26061978	186.92	2507.48	2320.56	2507.48
18125	IV260601575	SO-26061945	140.19	6981.31	6841.12	6981.31
18126	IV260601576	SO-26061946	186.91	12814.95	12628.04	12814.95
18127	IV260601577	SO-26061915	93.46	3334.58	3241.12	3334.58
18128	IV260601578	SO-26060764	93.46	3813.08	3719.62	3813.08
18129	IV260601579	SO-26061930	93.45	1401.87	1308.42	1401.87
18130	IV260601580	SO-26061985	280.37	4018.69	3738.32	4018.69
18131	IV260601581	SO-26061981	93.45	1401.87	1308.42	1401.87
18342	IV260601591	SO-26061970	93.46	1377.57	1284.11	1377.57
18344	IV260601592	SO-26061921	93.45	4084.11	3990.66	4084.11
18345	IV260601593	SO-26061966	140.19	3411.22	3271.03	3411.22
18346	IV260601594	SO-26061957	140.19	3252.34	3112.15	3252.34
18349	IV260601596	SO-26061213	99600	0.00	-99600.00	0.00
18378	CN2606008	SO-0239728	46.74	4247.67	4200.93	4247.67
18392	CN2606010	SO-0236891	93.46	1654.21	1560.75	1654.21
18394	CN2606012	SO-0239761	93.46	5677.57	5584.11	5677.57
18398	CN2606019	SO-0240663	93.46	6392.52	6299.06	6392.52
18402	CN2606016		2000	3671.00	1671.00	3671.00
18434	IV260601420	SO-26061774	45.8	952.34	906.54	952.34
18480	IV260601623	SO-26061839	23005	23005.00	0.00	23005.00
18488	IV260601625	SO-26061839	11185	0.00	-11185.00	0.00
18497	IV260601630	SO-26062025	140.19	1084.11	943.92	1084.11
18499	IV260601631	SO-26062158	56.08	733.65	677.57	733.65
18500	IV260601632	SO-26062155	280.38	1859.81	1579.43	1859.81
18501	IV260601633	SO-26062135	560.75	7560.75	7000.00	7560.75
18503	IV260601635	SO-26062162	140.19	2710.28	2570.09	2710.28
18504	IV260601636	SO-26062160	186.92	1766.36	1579.44	1766.36
18507	IV260601638	SO-26062073	46.73	1822.43	1775.70	1822.43
18508	IV260601639	SO-26062167	46.73	1748.60	1701.87	1748.60
18510	IV260601640	SO-26062008	186.92	1495.33	1308.41	1495.33
18511	IV260601641	SO-26062009	140.19	841.12	700.93	841.12
18512	IV260601642	SO-26062029	93.46	1401.87	1308.41	1401.87
18517	IV260601645	SO-26062015	93.46	1205.61	1112.15	1205.61
18518	IV260601646	SO-26062024	186.92	4831.78	4644.86	4831.78
18522	IV260601649	SO-26062076	186.92	8060.75	7873.83	8060.75
18523	IV260601650	SO-26062074	93.46	831.78	738.32	831.78
18524	IV260601651	SO-26062075	140.19	7000.00	6859.81	7000.00
18526	IV260601653	SO-26062085	51.4	1293.46	1242.06	1293.46
18528	IV260601655	SO-26062072	51.4	978.50	927.10	978.50
18530	IV260601657	SO-26062071	46.73	1748.60	1701.87	1748.60
18531	IV260601658	SO-26062070	46.73	1915.89	1869.16	1915.89
18532	IV260601659	SO-26062067	46.73	1915.89	1869.16	1915.89
18534	IV260601660	SO-26062068	45.8	466.36	420.56	466.36
18535	IV260601661	SO-26062069	46.73	841.12	794.39	841.12
18536	IV260601662	SO-26062066	46.73	841.12	794.39	841.12
18537	IV260601663	SO-26062065	51.4	1546.73	1495.33	1546.73
18538	IV260601664	SO-26062064	45.8	466.36	420.56	466.36
18539	IV260601665	SO-26062063	27.1	363.55	336.45	363.55
18540	IV260601666	SO-26062062	51.4	1546.73	1495.33	1546.73
18541	IV260601667	SO-26062084	93.46	2719.63	2626.17	2719.63
18542	IV260601668	SO-26062091	140.19	6690.65	6550.46	6690.65
18543	IV260601669	SO-26062078	93.46	1579.44	1485.98	1579.44
18544	IV260601670	SO-26062089	93.46	4102.81	4009.35	4102.81
18545	IV260601671	SO-26062081	93.44	4772.90	4679.46	4772.90
18546	IV260601672	SO-26062087	140.19	7420.56	7280.37	7420.56
18547	IV260601673	SO-26062086	46.74	3207.48	3160.74	3207.48
18548	IV260601674	SO-26062077	93.46	831.78	738.32	831.78
18549	IV260601675	SO-26062080	93.46	831.78	738.32	831.78
18551	IV260601677	SO-26062005	27.1	363.55	336.45	363.55
18553	IV260601678	SO-26062013	45.79	1055.14	1009.35	1055.14
18554	IV260601679	SO-26062016	45.8	2288.79	2242.99	2288.79
18555	IV260601680	SO-26062018	45.8	971.03	925.23	971.03
18556	IV260601681	SO-26062020	51.4	3928.97	3877.57	3928.97
18557	IV260601682	SO-26062021	51.4	1293.46	1242.06	1293.46
18558	IV260601683	SO-26062022	45.79	382.24	336.45	382.24
18559	IV260601684	SO-26062023	93.46	10841.12	10747.66	10841.12
18560	IV260601685	SO-26062133	93.46	1385.98	1292.52	1385.98
18561	IV260601686	SO-26062131	51.4	1016.82	965.42	1016.82
18562	IV260601687	SO-26062130	46.73	1255.14	1208.41	1255.14
18563	IV260601688	SO-26062128	140.18	6906.54	6766.36	6906.54
18564	IV260601689	SO-26062115	186.92	5785.05	5598.13	5785.05
18565	IV260601690	SO-26062017	93.46	1517.76	1424.30	1517.76
18570	IV260601693	SO-26062106	93.46	1162.62	1069.16	1162.62
18571	IV260601694	SO-26062019	45.8	376.64	330.84	376.64
18572	IV260601695	SO-26062031	186.92	5785.05	5598.13	5785.05
18579	IV260601701	SO-26062156	467.29	1943.93	1476.64	1943.93
18591	IV260601709	SO-26062149	93.46	4102.81	4009.35	4102.81
18681	IV260601779	SO-26062097	93.46	1205.61	1112.15	1205.61
18682	IV260601780	SO-26062112	93.46	831.78	738.32	831.78
18683	IV260601781	SO-26062014	93.46	1205.61	1112.15	1205.61
18684	IV260601782	SO-26062166	140.18	6906.54	6766.36	6906.54
18685	IV260601783	SO-26061446	280.38	9948.60	9668.22	9948.60
18686	IV260601784	SO-26062196	27.1	700.00	672.90	700.00
18687	IV260601785	SO-26062198	45.79	1055.14	1009.35	1055.14
18691	IV260601789	SO-26062200	45.8	231.78	185.98	231.78
18692	IV260601790	SO-26062202	45.8	231.78	185.98	231.78
18693	IV260601791	SO-26062209	45.8	231.78	185.98	231.78
18694	IV260601792	SO-26062217	51.4	1546.73	1495.33	1546.73
18696	IV260601794	SO-26062204	93.46	1672.90	1579.44	1672.90
18700	IV260601798	SO-26062191	280.38	383.18	102.80	383.18
18701	IV260601799	SO-26062096	280.38	1397.20	1116.82	1397.20
18702	IV260601800	SO-26062188	56.08	542.06	485.98	542.06
18704	IV260601802	SO-26062229	45.79	1120.56	1074.77	1120.56
18705	IV260601803	SO-26062226	51.4	1546.73	1495.33	1546.73
18708	IV260601805	SO-26062232	140.19	8074.77	7934.58	8074.77
18711	IV260601808	SO-26062259	93.45	1401.87	1308.42	1401.87
18712	IV260601809	SO-26062256	280.38	1859.81	1579.43	1859.81
18715	IV260601812	SO-26062231	186.91	12845.79	12658.88	12845.79
18734	IV260601831	SO-26062252	94	944.00	850.00	944.00
18736	IV260601833	SO-26061840	140.19	6981.31	6841.12	6981.31
18739	IV260601836	SO-26062268	140.19	6981.31	6841.12	6981.31
18740	IV260601837	SO-26062004	140.19	6981.31	6841.12	6981.31
18741	IV260601838	SO-26062264	140.19	560.75	420.56	560.75
18742	IV260601839	SO-26062267	93.46	10841.12	10747.66	10841.12
18743	IV260601840	SO-26062265	45.79	251.40	205.61	251.40
18745	IV260601841	SO-26061867	18800	0.00	-18800.00	0.00
18757	CN2606031	SO-26050615	93.46	738.32	644.86	738.32
18778	CN2606028		93.46	738.32	644.86	738.32
18784	CN2606030	SO-26060154	140.19	8453.27	8313.08	8453.27
18799	CN2606037	POS0023059	16822.44	16822.44	0.00	16822.44
18920	IV260601786	SO-26062197	46.72	1167.28	1120.56	1167.28
19159	IV260601336	SO-26061713	140.19	3392.53	3252.34	3392.53
19160	IV260601337	SO-26061697	140.19	4429.91	4289.72	4429.91
19161	IV260601338	SO-26061698	93.46	1467.29	1373.83	1467.29
19162	IV260601339	SO-26061699	93.46	831.78	738.32	831.78
19163	IV260601340	SO-26061714	45.8	1129.90	1084.10	1129.90
19164	IV260601341	SO-26061696	51.4	2668.22	2616.82	2668.22
19165	IV260601342	SO-26061700	51.4	1154.21	1102.81	1154.21
19166	IV260601343	SO-26061701	46.73	1330.84	1284.11	1330.84
19167	IV260601344	SO-26061499	140.19	8121.50	7981.31	8121.50
19168	IV260601346	SO-26061507	93.46	1654.21	1560.75	1654.21
19171	IV260601348	SO-26061603	93.45	1559.81	1466.36	1559.81
19173	IV260601349	SO-26061609	140.19	6299.07	6158.88	6299.07
19174	IV260601350	SO-26061613	186.92	4672.90	4485.98	4672.90
19175	IV260601351	SO-26061677	93.46	831.78	738.32	831.78
19176	IV260601352	SO-26061707	140.19	6981.31	6841.12	6981.31
19177	IV260601355	SO-26061748	121.5	4214.96	4093.46	4214.96
19179	IV260601356	SO-26061214	3675	8575.00	4900.00	8575.00
19180	IV260601357	SO-26061749	46.74	747.66	700.92	747.66
19181	IV260601358	SO-26061736	46.73	598.13	551.40	598.13
19182	IV260601359	SO-26061733	140.18	3392.52	3252.34	3392.52
19183	IV260601360	SO-26061747	51.41	1999.06	1947.65	1999.06
19184	IV260601361	SO-26061738	46.73	383.18	336.45	383.18
19185	IV260601362	SO-26061743	140.19	2523.36	2383.17	2523.36
19186	IV260601363	SO-26061740	93.45	1943.93	1850.48	1943.93
19187	IV260601364	SO-26061746	280.38	1859.81	1579.43	1859.81
19373	IV260601844	SO-26062175	1168.22	1168.22	0.00	1168.22
19416	IV260601378	SO-26060503	191840	191840.00	0.00	191840.00
19417	IV260601401	SO-26061693	280.37	280.37	0.00	280.37
(1155 rows)
